user_id,gender,age,os,portfolio_type,annual_income,initial_date,initial_amount,add_amount,prior_investment,etf_knowledge,occupation,total_asset_amount,target_period,investment_priority,patience_to_loss_percentage,investment_amount,add_count,total_amount,target_count
BE20171225225088,female,39,Android,investing,7000000,2017.12.26,10000000,0,2,1,5,4,2,3,3,10000000,0,10000000,0
BE20171225934185,male,39,Android,investing,55500000,2017.12.26,5000000,0,2,2,1,3,2,5,5,5000000,0,5000000,0
BE20171225616214,male,32,iOS,investing,32000000,2018.8.28,5000000,10000000,2,2,1,1,1,2,2,5000000,2,15000000,1
BE17101000000654,male,39,iOS,investing,50000000,2017.10.10,5000000,1000000,1,1,1,3,3,1,1,10000000,1,6000000,1
BE20171226281836,male,32,Android,investing,48000000,2017.12.26,10000000,0,1,1,1,2,2,3,3,5000000,0,10000000,0
BE17092600000648,male,31,Android,investing,65000000,2018.11.26,10000000,10000000,4,1,1,4,2,3,3,5000000,1,20000000,1
BE20171226033795,male,50,Android,investing,70000000,2018.1.5,5000000,12500000,2,2,1,5,2,4,4,5000000,23,17500000,1
BE17101200000659,female,40,Android,investing,70000000,2017.12.28,5000000,0,1,1,1,1,1,2,1,5000000,0,5000000,0
BE20171227196448,male,47,Android,investing,120000000,2018.3.20,5000000,0,4,2,1,5,3,3,1,10000000,0,5000000,0
BE17021600000077,male,44,iOS,investing,83000000,2019.9.4,5950000,0,2,1,1,2,2,2,5,5950000,0,5950000,0
BE20171227251544,male,56,Android,investing,60000000,2017.12.27,5000000,0,2,2,1,1,1,2,2,1.00E+07,0,5000000,0
BE20171227585383,male,40,Android,investing,90000000,2018.5.9,5000000,0,2,2,1,1,3,4,4,5000000,0,5000000,0
BE20171227733432,male,32,Android,investing,42000000,2018.9.13,5000000,5500000,2,1,1,1,1,1,1,5000000,7,10500000,1
BE20171227356471,male,60,Android,investing,80000000,2019.1.21,5000000,0,1,1,1,4,1,2,2,5000000,0,5000000,0
BE20171228038420,male,50,Android,investing,50000000,2018.6.7,10000000,0,1,1,2,1,1,5,5,10000000,0,10000000,0
BE20171228811778,male,50,Android,investing,250000000,2019.4.24,3000000,26500000,4,1,1,5,2,5,5,10000000,11,29500000,1
BE17101000000651,female,32,iOS,saving,35000000,2019.4.29,1000000,0,1,1,1,1,1,1,1,5000000,0,1000000,0
BE17031400000122,male,42,Android,investing,110000000,2017.3.14,5000000,0,3,1,1,3,1,4,5,10000000,0,5000000,0
BE20171229098233,male,44,Android,investing,70000000,2018.2.3,30000000,20000000,2,1,1,2,3,5,5,10000000,2,50000000,1
BE20171230374666,male,50,iOS,multi,290000000,2017.12.30,11000000,2400000,2,2,1,5,2,5,5,1000000,8,13400000,1
BE17091200000628,male,25,iOS,investing,20000000,2019.7.13,3000000,0,2,1,2,1,3,3,1,3000000,0,3000000,0
BE20180101296400,male,33,Android,investing,40000000,2018.3.19,5000000,17206959,4,2,1,3,1,4,4,5000000,7,27206959,1
BE20180102847804,male,41,iOS,investing,43000000,2018.1.2,5000000,0,2,2,1,1,1,4,4,5000000,0,5000000,0
BE20180102961029,male,28,Android,investing,37000000,2018.1.2,15000000,3000000,1,2,1,1,2,3,3,10000000,3,18000000,1
BE17042500000200,male,38,iOS,investing,60000000,2017.4.25,5000000,0,2,1,2,2,1,4,2,10000000,0,5000000,0
BE17062000000371,male,49,iOS,investing,65000000,2017.6.21,10000000,0,2,1,2,5,1,3,1,10000000,0,10000000,0
BE17062100000381,male,38,Android,investing,60000000,2017.7.7,5000000,0,2,1,1,2,1,3,3,10000000,0,5000000,0
BE17091100000625,male,33,iOS,investing,14000000,2017.9.11,5000000,1000000,2,1,2,1,1,5,1,5000000,1,6330000,1
BE20180102751029,male,37,iOS,investing,75000000,2019.12.27,5000000,0,2,1,1,3,1,1,1,5000000,0,5000000,0
BE17092500000646,female,32,iOS,investing,50000000,2017.9.25,10000000,0,2,1,1,3,1,3,3,10000000,0,10000000,0
BE17040700000168,female,31,iOS,investing,58000000,2017.4.7,5000000,5000000,2,1,1,2,1,3,2,5000000,2,10000000,1
BE17072700000474,male,52,iOS,investing,65000000,2017.8.10,5000000,7391696,2,1,1,2,1,3,3,5000000,2,12391696,1
BE16122000000044,female,39,iOS,investing,75000000,2016.12.20,5000000,40000000,1,1,3,1,2,4,5,5000000,4,45000000,1
BE17041000000184,male,66,iOS,investing,500000000,2017.4.10,5000000,50000000,2,1,5,5,1,3,1,10000000,1,55000000,1
BE17040700000174,male,30,iOS,investing,30000000,2017.6.2,5000000,7000000,2,1,1,2,1,1,2,5000000,3,12000000,1
BE17063000000431,male,61,iOS,investing,60000000,2017.6.30,10000000,0,4,1,1,4,1,3,3,10000000,0,35000000,0
BE17060100000285,male,33,iOS,investing,31500000,2017.7.21,5000000,5000000,2,1,1,2,1,4,3,5000000,2,10000000,1
BE17081200000576,male,36,,investing,50000000,2017.8.12,5000000,0,2,1,3,5,1,5,5,5000000,0,5000000,0
BE17080300000522,male,33,iOS,investing,60000000,2017.8.3,5000000,26400000,1,1,1,1,2,3,2,5000000,5,31400000,1
BE17081200000578,male,53,iOS,investing,80000000,2017.8.12,5000000,0,2,1,1,3,1,5,3,5000000,0,5000000,0
BE17052300000257,male,38,Android,investing,60000000,2017.5.23,10000000,100500000,2,1,1,2,3,3,1,10000000,13,110500000,1
BE17062200000403,male,46,iOS,investing,90000000,2017.7.3,20000000,10000000,2,1,1,4,2,3,2,20000000,1,30000000,1
BE17043000000211,male,42,iOS,investing,100000000,2017.5.3,10000000,0,1,1,1,3,1,3,3,10000000,0,10000000,0
BE17061500000358,male,45,iOS,investing,50000000,2017.6.15,5000000,0,2,1,1,3,1,4,1,10000000,0,5000000,0
BE17040600000153,male,41,iOS,investing,80000000,2017.4.7,100000000,0,2,1,1,4,2,5,4,5000000,0,100000000,0
BE17120400000703,male,28,iOS,investing,24000000,2017.12.4,10000000,40000000,1,1,1,3,2,4,4,50000000,4,50000000,1
BE17040600000151,male,32,iOS,investing,55000000,2017.4.6,43990000,20000000,1,1,1,2,1,5,5,33990000,1,63990000,1
BE17040800000179,male,34,iOS,investing,54000000,2017.4.8,10000000,0,2,1,1,4,1,4,4,10000000,0,10000000,0
BE17072000000451,male,32,iOS,investing,50000000,2017.7.20,5000000,5000000,2,1,1,3,1,5,1,5000000,1,10000000,1
BE17081000000544,male,43,iOS,multi,80000000,2018.4.24,4000000,8600000,2,1,1,1,2,2,2,1000000,12,12800000,1
BE17120600000706,male,29,iOS,investing,60000000,2017.12.6,15000000,2010000,2,1,1,4,2,4,3,15000000,1,17010000,1
BE17112900000698,male,33,Android,investing,30000000,2017.12.8,6000000,22200000,2,1,1,1,2,4,1,1000000,35,28200000,1
BE17101800000662,male,29,,investing,30000000,,0,0,2,1,2,1,1,5,2,5000000,0,0,0
BE17080800000536,female,44,Android,investing,50000000,2017.8.8,5000000,0,2,1,1,2,1,3,1,5000000,0,5000000,0
BE20180103506968,male,51,iOS,investing,60000000,2018.1.4,50000000,30000000,2,2,2,5,3,3,3,50000000,1,80000000,1
BE17081100000558,male,51,iOS,investing,50000000,2017.8.11,5000000,0,2,1,1,2,1,2,3,5000000,0,5000000,0
BE20180104517014,male,45,Android,investing,150000000,2018.10.22,5000000,0,2,1,1,3,3,3,3,50000000,0,5000000,0
BE20180104693309,male,46,Android,investing,90000000,2018.1.30,5000000,1000000,2,2,1,3,2,3,3,5000000,1,6000000,1
BE17072700000479,female,43,iOS,investing,300000000,2017.7.27,30000000,197000000,4,1,1,4,2,4,3,40000000,4,277000000,1
BE20180104760404,male,52,Android,multi,45000000,2018.4.19,39800000,14500000,3,2,3,3,2,4,4,9800000,10,54300000,1
BE20180104342095,female,51,Android,investing,100000000,2018.1.5,5000000,0,2,2,1,5,2,1,1,10000000,0,5000000,0
BE17051900000234,male,40,Android,investing,300000000,2017.5.19,7000000,0,3,1,1,3,1,5,3,10000000,0,7000000,0
BE17042800000209,male,44,iOS,investing,100000000,2017.4.28,5000000,26860000,4,1,1,4,1,5,5,5000000,3,31860000,1
BE17040700000169,male,31,iOS,investing,48000000,2017.4.7,5000000,0,2,1,3,2,1,4,3,5000000,0,5000000,0
BE20180105907538,male,36,iOS,investing,60000000,2019.2.8,3000000,0,2,1,1,2,1,3,3,3000000,0,3000000,0
BE17040600000157,male,42,iOS,investing,150000000,2017.4.6,5000000,3770000,2,1,1,1,1,4,5,10000000,2,8770000,1
BE18010200000722,male,38,iOS,investing,250000000,2018.1.2,5000000,70000000,2,1,1,3,2,4,2,5000000,7,75000000,1
BE17022300000104,male,27,Android,investing,30000000,2018.1.5,5000000,58000000,2,1,4,4,2,4,2,5000000,18,63000000,1
BE20180105460546,male,47,Android,investing,100000000,2018.1.5,10000000,0,2,2,1,3,3,5,5,10000000,0,10000000,0
BE17042600000202,male,43,iOS,investing,90000000,2017.4.26,5000000,13640000,3,1,1,3,3,3,5,10000000,4,18640000,1
BE20180105561050,male,30,iOS,investing,50000000,2019.1.19,3000000,15000000,2,1,3,4,3,3,3,3000000,2,18000000,1
BE17081800000602,male,38,iOS,investing,150000000,2017.8.18,5000000,0,1,1,1,3,1,2,3,5000000,0,5000000,0
BE17062300000408,male,49,iOS,investing,100000000,2017.6.23,5000000,0,2,1,3,4,1,4,2,5000000,0,5000000,0
BE17062700000424,male,41,iOS,investing,55000000,2017.6.27,5000000,2500000,2,1,1,2,1,3,4,10000000,3,7500000,1
BE20180105285805,male,30,iOS,investing,100000000,2019.1.18,5000000,5000000,1,1,3,1,1,4,4,5000000,1,10000000,1
BE17092000000639,female,46,Android,investing,70000000,2017.9.20,30000000,0,2,1,1,5,1,5,2,30000000,0,30000000,0
BE17062100000389,male,39,iOS,multi,120000000,2017.6.21,10000000,15190000,2,1,1,1,1,5,2,5000000,9,25190000,1
BE17080100000512,male,41,iOS,investing,80000000,2017.8.1,5000000,0,1,1,1,5,1,3,2,5000000,0,5000000,0
BE17090600000614,male,36,Android,investing,80000000,2018.1.6,10000000,0,3,1,2,4,1,4,4,10000000,0,10000000,0
BE17051900000229,male,42,iOS,investing,70000000,2017.5.19,5000000,20000000,3,1,1,3,1,3,2,10000000,1,25000000,1
BE17050400000213,male,37,iOS,investing,60000000,2017.5.15,5000000,30000000,2,1,1,2,3,5,3,10000000,2,35000000,1
BE17072700000489,male,43,iOS,investing,40000000,2017.7.27,5000000,15000000,1,1,3,2,3,4,3,5000000,2,20000000,1
BE20180106058684,male,40,Android,investing,100000000,2018.1.31,10000000,0,2,2,3,3,3,3,3,10000000,0,10000000,0
BE17062900000427,male,23,Android,investing,1000000,2017.6.29,6000000,0,2,1,4,1,1,5,5,6000000,0,6000000,0
BE17040600000155,male,34,iOS,investing,77000000,2017.4.6,5000000,0,2,1,1,4,1,3,2,5000000,0,5000000,0
BE17062100000384,male,35,iOS,investing,40000000,2017.6.21,5000000,0,3,1,1,1,1,5,4,5000000,0,5000000,0
BE17062300000413,male,48,Android,investing,50000000,2017.6.23,5000000,0,2,1,1,1,1,1,3,5000000,0,5000000,0
BE17062100000388,male,42,iOS,investing,75000000,2017.6.21,5000000,0,1,1,1,1,1,3,3,5000000,0,5000000,0
BE20180106012111,female,28,Android,investing,35000000,2020.1.18,3000000,0,1,1,1,1,1,1,1,3000000,0,3000000,0
BE17041100000188,male,39,iOS,investing,100000000,2017.4.11,10000000,10000000,2,1,1,4,1,4,2,10000000,2,20000000,1
BE17041200000189,male,52,Android,investing,80000000,2017.4.12,5000000,0,2,1,3,5,1,4,3,5000000,0,5000000,0
BE20180107392757,female,38,iOS,investing,50000000,2018.1.8,10000000,0,2,2,1,3,3,1,1,10000000,0,10000000,0
BE17062200000398,male,33,iOS,investing,70000000,2017.6.26,5000000,0,4,1,1,3,1,5,5,5000000,0,5000000,0
BE17091200000629,male,35,iOS,investing,80000000,2017.9.12,5000000,0,2,1,2,2,2,4,3,5000000,0,5000000,0
BE17040700000176,male,43,iOS,investing,100000000,2017.4.7,20000000,30000000,2,1,1,4,2,3,2,10000000,1,50000000,1
BE17021500000076,male,36,,investing,60000000,2017.2.16,5000000,2000000,2,1,1,1,1,4,2,5000000,1,7000000,1
BE17072700000487,female,43,iOS,investing,300000000,2017.8.2,10000000,0,4,1,1,4,2,5,5,10000000,0,10000000,0
BE20180108397013,male,41,Android,investing,35000000,2019.3.13,3000000,7000000,1,1,3,2,3,1,1,10000000,1,10000000,1
BE20180108291396,male,34,Android,investing,36000000,2018.1.8,11000000,17000000,2,2,1,3,3,4,4,5000000,4,28000000,1
BE16122200000068,female,67,iOS,multi,50000000,2016.12.22,10000000,95203591,2,1,3,3,2,2,4,5000000,10,105203591,1
BE20180109295265,male,38,iOS,investing,50000000,2018.1.9,5000000,9750000,2,1,1,2,2,2,2,10000000,8,14750000,1
BE17091900000637,male,40,iOS,investing,250000000,2017.9.19,20000000,0,2,1,3,5,1,3,2,20000000,0,20000000,0
BE20180109798296,male,62,iOS,investing,60000000,2018.1.10,5000000,0,2,2,3,4,1,1,1,5000000,0,5000000,0
BE20180109912713,male,24,,investing,2400000,2018.1.10,5000000,0,1,1,4,1,2,4,4,5000000,0,5000000,0
BE20180110392968,male,48,Android,investing,78000000,2018.5.1,10000000,0,1,1,3,3,1,2,2,10000000,0,10000000,0
BE17121600000718,male,60,iOS,investing,30000000,2017.12.18,5000000,5000000,2,1,2,2,1,2,2,5000000,1,10000000,1
BE17102700000673,female,40,iOS,investing,80000000,2017.10.27,10000000,0,2,1,1,2,1,2,1,10000000,0,10000000,0
BE20180111153259,male,41,Android,investing,43000000,2018.4.29,3000000,1000000,2,2,1,2,2,1,1,3000000,1,4000000,1
BE17041100000187,male,42,iOS,investing,190000000,2017.4.11,15000000,51000000,2,1,1,1,2,4,4,15000000,9,66000000,1
BE17080300000524,female,34,iOS,investing,45000000,2017.8.3,5000000,0,2,1,1,2,3,4,3,5000000,0,5000000,0
